03/25/2019,Segunda,2ª-feira da 3ª Semana da Quaresma,Anunciação do Senhor,Branco,X,,,,,,,C,"Jo 1,14ab",A Palavra se fez carne e habitou entre nós. E nós vimos sua glória que recebe de Deus Pai.,"1ª Leitura - Is 7,10-14; 8,10  / Salmo - Sl 39(40),7-8a.8b-9.10,11 (R. 8a.9a)  / 2ª Leitura - Hb 10,4-10  / Evangelho - Lc 1,26-38"
03/26/2019,Terça,3ª-feira da 3ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Dn 3,25.34-43  / Salmo - Sl 24, 4bc-5ab. 6-7. 8-9 (R. 6a)  / Evangelho - Mt 18,21-35"
03/27/2019,Quarta,4ª-feira da 3ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Dt 4,1.5-9  / Salmo - Sl 147, 12-13. 15-16. 19-20 (R. 12a)  / Evangelho - Mt 5,17-19"
03/28/2019,Quinta,5ª-feira da 3ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Jr 7,23-28  / Salmo - Sl 94, 1-2. 6-7. 8-9 (R. 8)  / Evangelho - Lc 11,14-23"
03/29/2019,Sexta,6ª-feira da 3ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Os 14,2-10  / Salmo - Sl 80, 6c-8a. 8bc-9. 10-11ab. 14.17 (R. Cf. 11.9a)  / Evangelho - Mc 12,28b-34"
03/30/2019,Sábado,Sábado da 3ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Os 6,1-6  / Salmo - Sl 50, 3-4. 18-19. 20-21ab (R. Cf.Os 6,6)  / Evangelho - Lc 18,9-14"
03/31/2019,Domingo,4º Domingo da Quaresma,,Roxo ou Róseo,,,,,,,,C,,,"1ª Leitura - Js 5,9a.10-12  / Salmo - Sl 33,2-3.4-5.6-7 (R.9a)  / 2ª Leitura - 2Cor 5,17-21  / Evangelho - Lc 15,1-3.11-32"
04/01/2019,Segunda,2ª-feira da 4ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Is 65,17-21  / Salmo - Sl 29, 2.4. 5-6. 11.12a.13b (R.2a)  / Evangelho - Jo 4,43-54"
04/02/2019,Terça,3ª-feira da 4ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Ez 47,1-9.12  / Salmo - Sl 45, 2-3. 5-6. 8-9 (R. 8)  / Evangelho - Jo 5,1-16"
04/03/2019,Quarta,4ª-feira da 4ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Is 49,8-15  / Salmo - Sl 144, 8-9. 13cd-14. 17-18 (R. 8a)  / Evangelho - Jo 5,17-30"
04/04/2019,Quinta,5ª-feira da 4ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Ex 32,7-14  / Salmo - Sl 105, 19-20. 21-22. 23 (R. 4a)  / Evangelho - Jo 5,31-47"
04/05/2019,Sexta,6ª-feira da 4ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Sb 2,1a.12-22  / Salmo - Sl 33, 17-18. 19-20. 2l.23 (R. 19a)  / Evangelho - Jo 7,1-2.10.25-30"
04/06/2019,Sábado,Sábado da 4ª Semana da Quaresma,,Roxo,,,,,,,,C,,,"1ª Leitura - Jr 11,18-20  / Salmo - Sl 7, 2-3. 9bc-10. 11-12 (R. 2a)  / Evangelho - Jo 7,40-53"
